,Actor,Emotion,Emotional intensity,Modality ,Repetition,Statement,Vocal channel,emotion_label,file_name,full_path,gender_label
75,14,05,01,03,01,02,01,angry,03-01-05-01-02-01-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-05-01-02-01-14.wav,Female
76,14,05,02,03,01,01,01,angry,03-01-05-02-01-01-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-05-02-01-01-14.wav,Female
77,14,05,01,03,01,01,01,angry,03-01-05-01-01-01-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-05-01-01-01-14.wav,Female
78,14,03,01,03,02,02,01,happy,03-01-03-01-02-02-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-03-01-02-02-14.wav,Female
79,14,05,02,03,01,02,01,angry,03-01-05-02-02-01-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-05-02-02-01-14.wav,Female
80,14,04,01,03,02,02,01,sad,03-01-04-01-02-02-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-04-01-02-02-14.wav,Female
81,14,04,02,03,01,02,01,sad,03-01-04-02-02-01-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-04-02-02-01-14.wav,Female
82,14,03,01,03,02,01,01,happy,03-01-03-01-01-02-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-03-01-01-02-14.wav,Female
83,14,03,02,03,01,01,01,happy,03-01-03-02-01-01-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-03-02-01-01-14.wav,Female
84,14,05,02,03,02,02,01,angry,03-01-05-02-02-02-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-05-02-02-02-14.wav,Female
85,14,03,01,03,01,01,01,happy,03-01-03-01-01-01-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-03-01-01-01-14.wav,Female
86,14,04,02,03,02,02,01,sad,03-01-04-02-02-02-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-04-02-02-02-14.wav,Female
87,14,04,01,03,02,01,01,sad,03-01-04-01-01-02-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-04-01-01-02-14.wav,Female
88,14,03,02,03,01,02,01,happy,03-01-03-02-02-01-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-03-02-02-01-14.wav,Female
89,14,05,01,03,02,01,01,angry,03-01-05-01-01-02-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-05-01-01-02-14.wav,Female
90,14,03,01,03,01,02,01,happy,03-01-03-01-02-01-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-03-01-02-01-14.wav,Female
91,14,04,01,03,01,02,01,sad,03-01-04-01-02-01-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-04-01-02-01-14.wav,Female
92,14,05,01,03,02,02,01,angry,03-01-05-01-02-02-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-05-01-02-02-14.wav,Female
93,14,04,02,03,02,01,01,sad,03-01-04-02-01-02-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-04-02-01-02-14.wav,Female
94,14,03,02,03,02,02,01,happy,03-01-03-02-02-02-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-03-02-02-02-14.wav,Female
95,14,05,02,03,02,01,01,angry,03-01-05-02-01-02-14.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_14/03-01-05-02-01-02-14.wav,Female
96,04,03,01,03,01,02,01,happy,03-01-03-01-02-01-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-02-01-04.wav,Female
97,04,03,02,03,02,01,01,happy,03-01-03-02-01-02-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-01-02-04.wav,Female
98,04,04,02,03,01,02,01,sad,03-01-04-02-02-01-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-02-01-04.wav,Female
99,04,04,02,03,02,02,01,sad,03-01-04-02-02-02-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-02-02-04.wav,Female
100,04,03,02,03,02,02,01,happy,03-01-03-02-02-02-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-02-02-04.wav,Female
101,04,04,02,03,02,01,01,sad,03-01-04-02-01-02-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-01-02-04.wav,Female
102,04,03,02,03,01,01,01,happy,03-01-03-02-01-01-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-01-01-04.wav,Female
103,04,05,02,03,01,02,01,angry,03-01-05-02-02-01-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-02-01-04.wav,Female
104,04,05,02,03,02,02,01,angry,03-01-05-02-02-02-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-02-02-04.wav,Female
105,04,04,01,03,02,01,01,sad,03-01-04-01-01-02-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-01-02-04.wav,Female
106,04,04,01,03,01,01,01,sad,03-01-04-01-01-01-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-01-01-04.wav,Female
107,04,04,01,03,01,02,01,sad,03-01-04-01-02-01-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-02-01-04.wav,Female
108,04,05,01,03,01,01,01,angry,03-01-05-01-01-01-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-01-01-04.wav,Female
109,04,03,01,03,02,01,01,happy,03-01-03-01-01-02-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-01-02-04.wav,Female
110,04,03,01,03,01,01,01,happy,03-01-03-01-01-01-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-01-01-04.wav,Female
111,04,05,01,03,02,02,01,angry,03-01-05-01-02-02-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-02-02-04.wav,Female
112,04,04,01,03,02,02,01,sad,03-01-04-01-02-02-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-02-02-04.wav,Female
113,04,05,01,03,01,02,01,angry,03-01-05-01-02-01-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-02-01-04.wav,Female
114,04,05,02,03,02,01,01,angry,03-01-05-02-01-02-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-01-02-04.wav,Female
115,04,04,02,03,01,01,01,sad,03-01-04-02-01-01-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-01-01-04.wav,Female
116,04,03,01,03,02,02,01,happy,03-01-03-01-02-02-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-02-02-04.wav,Female
117,04,03,02,03,01,02,01,happy,03-01-03-02-02-01-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-02-01-04.wav,Female
118,04,05,01,03,02,01,01,angry,03-01-05-01-01-02-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-01-02-04.wav,Female
119,04,05,02,03,01,01,01,angry,03-01-05-02-01-01-04.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-01-01-04.wav,Female
120,23,03,01,03,01,01,01,happy,03-01-03-01-01-01-23.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_23/03-01-03-01-01-01-23.wav,Male
121,23,04,02,03,01,02,01,sad,03-01-04-02-02-01-23.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_23/03-01-04-02-02-01-23.wav,Male
122,23,04,02,03,01,01,01,sad,03-01-04-02-01-01-23.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_23/03-01-04-02-01-01-23.wav,Male
123,23,05,02,03,02,02,01,angry,03-01-05-02-02-02-23.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_23/03-01-05-02-02-02-23.wav,Male
124,23,03,01,03,02,02,01,happy,03-01-03-01-02-02-23.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_23/03-01-03-01-02-02-23.wav,Male
125,23,05,01,03,02,02,01,angry,03-01-05-01-02-02-23.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_23/03-01-05-01-02-02-23.wav,Male
126,23,03,01,03,01,02,01,happy,03-01-03-01-02-01-23.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_23/03-01-03-01-02-01-23.wav,Male
127,23,04,02,03,02,02,01,sad,03-01-04-02-02-02-23.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_23/03-01-04-02-02-02-23.wav,Male
128,23,05,01,03,01,01,01,angry,03-01-05-01-01-01-23.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_23/03-01-05-01-01-01-23.wav,Male
129,23,05,01,03,01,02,01,angry,03-01-05-01-02-01-23.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_23/03-01-05-01-02-01-23.wav,Male
130,23,04,02,03,02,01,01,sad,03-01-04-02-01-02-23.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_23/03-01-04-02-01-02-23.wav,Male
131,23,05,01,03,02,01,01,angry,03-01-05-01-01-02-23.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_23/03-01-05-01-01-02-23.wav,Male
132,23,03,02,03,01,01,01,happy,03-01-03-02-01-01-23.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_23/03-01-03-02-01-01-23.wav,Male
133,23,03,02,03,02,01,01,happy,03-01-03-02-01-02-23.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_23/03-01-03-02-01-02-23.wav,Male
134,23,05,02,03,01,02,01,angry,03-01-05-02-02-01-23.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_23/03-01-05-02-02-01-23.wav,Male
135,23,04,01,03,02,02,01,sad,03-01-04-01-02-02-23.wav,/home/batman/Dropbox/DATA/audio Ryerson/Audio_Speech_Actors_01-24/Actor_23/03-01-04-01-02-02-23.wav,Male
